Country,Subject Descriptor,Units,1990,1995,2000,2005,2010,2015
Spain,General government net debt,Percent of GDP,29.355,55.183,47.258,31.824,45.992,84.932
Spain,General government gross debt,National currency,135.2,283.457,374.557,393.479,649.153,"1,070.08"
Spain,General government gross debt,Percent of GDP,42.51,63.384,57.815,42.43,60.515,99.303
Spain,"Gross domestic product corresponding to fiscal year, current prices",National currency,318.044,447.205,647.851,927.357,"1,072.71","1,077.59"
Spain,Current account balance,U.S. dollars,-18.054,-7.68,-25.801,-83.74,-52.028,24.223
Spain,Current account balance,Percent of GDP,-3.37,-1.251,-4.31,-7.254,-3.656,2.026
Sri Lanka,"Gross domestic product, constant prices",National currency,"2,173.94","2,873.63","3,899.76","4,707.26","6,413.67","8,647.83"
Sri Lanka,"Gross domestic product, constant prices",Percent change,6.174,6.051,8.418,6.242,8.016,5.008
Sri Lanka,"Gross domestic product, current prices",National currency,380.875,790.4,"1,488.59","2,807.11","6,413.67","10,950.62"
Sri Lanka,"Gross domestic product, current prices",U.S. dollars,9.468,14.635,19.355,27.939,56.732,80.557
Sri Lanka,"Gross domestic product, current prices",Purchasing power parity; international dollars,37.241,55.565,81.918,110.893,166.048,242.361
Sri Lanka,"Gross domestic product, deflator",Index,17.52,27.505,38.171,59.634,100,126.628
Sri Lanka,"Gross domestic product per capita, constant prices",National currency,"125,474.04","157,520.31","207,681.43","240,842.03","316,540.93","412,390.70"
Sri Lanka,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"3,617.81","4,541.80","5,988.11","6,944.23","9,126.87","11,890.52"
Sri Lanka,"Gross domestic product per capita, current prices",National currency,"21,983.17","43,326.39","79,274.54","143,622.95","316,540.88","522,204.15"
Sri Lanka,"Gross domestic product per capita, current prices",U.S. dollars,546.464,802.204,"1,030.76","1,429.45","2,799.96","3,841.52"
Sri Lanka,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"2,149.45","3,045.83","4,362.53","5,673.72","8,195.17","11,557.49"
Sri Lanka,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Sri Lanka,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.135,0.144,0.163,0.163,0.185,0.218
Sri Lanka,Implied PPP conversion rate,National currency per current international dollar,10.227,14.225,18.172,25.314,38.625,45.183
Sri Lanka,Total investment,Percent of GDP,25.938,30.518,29.277,28.026,30.352,31.181
Sri Lanka,Gross national savings,Percent of GDP,21.957,23.788,23.768,25.859,28.458,28.846
Sri Lanka,"Inflation, average consumer prices",Index,13.066,21.305,32.902,54.247,83.3,107.408
Sri Lanka,"Inflation, average consumer prices",Percent change,21.495,7.675,6.176,10.983,6.25,2.237
Sri Lanka,"Inflation, end of period consumer prices",Index,12.137,19.305,29.852,50.2,86.4,109.8
Sri Lanka,"Inflation, end of period consumer prices",Percent change,19.622,11.512,10.837,7.495,6.799,4.571
Sri Lanka,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Sri Lanka,Volume of imports of goods and services,Percent change,5.6,2.662,12.971,-4.141,16.52,17.043
Sri Lanka,Volume of Imports of goods,Percent change,5.6,2.662,12.971,-4.141,16.52,17.043
Sri Lanka,Volume of exports of goods and services,Percent change,16.5,7.16,18.261,-0.578,13.791,3.632
Sri Lanka,Volume of exports of goods,Percent change,16.5,7.16,18.261,-0.578,13.791,3.632
Sri Lanka,Unemployment rate,Percent of total labor force,15.897,12.267,7.573,7.7,5,4.7
Sri Lanka,Employment,Persons,,,,,,
Sri Lanka,Population,Persons,17.326,18.243,18.778,19.545,20.262,20.97
Sri Lanka,General government revenue,National currency,74.662,144.236,214.719,412.388,834.191,"1,460.89"
Sri Lanka,General government revenue,Percent of GDP,19.603,18.248,14.424,14.691,13.006,13.341
Sri Lanka,General government total expenditure,National currency,99.814,202.327,334.398,584.55,"1,280.21","2,228.82"
Sri Lanka,General government total expenditure,Percent of GDP,26.206,25.598,22.464,20.824,19.961,20.353
Sri Lanka,General government net lending/borrowing,National currency,-25.152,-58.091,-119.679,-172.162,-446.015,-767.928
Sri Lanka,General government net lending/borrowing,Percent of GDP,-6.604,-7.35,-8.04,-6.133,-6.954,-7.013
Sri Lanka,General government structural balance,National currency,,,,,,
Sri Lanka,General government structural balance,Percent of potential GDP,,,,,,
Sri Lanka,General government primary net lending/borrowing,National currency,-4.484,-19.865,-48.479,-52.003,-93.423,-240.701
Sri Lanka,General government primary net lending/borrowing,Percent of GDP,-1.177,-2.513,-3.257,-1.853,-1.457,-2.198
Sri Lanka,General government net debt,National currency,,,,,,
Sri Lanka,General government net debt,Percent of GDP,,,,,,
Sri Lanka,General government gross debt,National currency,310.78,635.696,"1,218.70","2,222.35","4,590.25","8,594.80"
Sri Lanka,General government gross debt,Percent of GDP,81.596,80.427,81.87,79.169,71.57,78.487
Sri Lanka,"Gross domestic product corresponding to fiscal year, current prices",National currency,380.875,790.4,"1,488.59","2,807.11","6,413.67","10,950.62"
Sri Lanka,Current account balance,U.S. dollars,-0.377,-0.985,-1.066,-0.605,-1.075,-1.882
Sri Lanka,Current account balance,Percent of GDP,-3.981,-6.73,-5.508,-2.167,-1.895,-2.336
St. Kitts and Nevis,"Gross domestic product, constant prices",National currency,0.908,1.101,1.441,1.687,1.881,2.178
St. Kitts and Nevis,"Gross domestic product, constant prices",Percent change,5.454,3.462,9.714,9.734,0.044,0.717
St. Kitts and Nevis,"Gross domestic product, current prices",National currency,0.548,0.79,1.137,1.477,2.103,2.588
St. Kitts and Nevis,"Gross domestic product, current prices",U.S. dollars,0.203,0.293,0.421,0.547,0.779,0.958
St. Kitts and Nevis,"Gross domestic product, current prices",Purchasing power parity; international dollars,0.355,0.485,0.69,0.905,1.11,1.272
St. Kitts and Nevis,"Gross domestic product, deflator",Index,60.326,71.747,78.874,87.589,111.772,118.803
St. Kitts and Nevis,"Gross domestic product per capita, constant prices",National currency,"22,243.66","25,664.28","31,765.77","34,699.55","36,565.16","40,121.90"
St. Kitts and Nevis,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"13,669.75","15,771.88","19,521.53","21,324.48","22,470.98","24,656.76"
St. Kitts and Nevis,"Gross domestic product per capita, current prices",National currency,"13,418.67","18,413.38","25,054.88","30,392.92","40,869.65","47,666.14"
St. Kitts and Nevis,"Gross domestic product per capita, current prices",U.S. dollars,"4,969.88","6,819.77","9,279.58","11,256.64","15,136.91","17,654.13"
St. Kitts and Nevis,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"8,682.45","11,307.34","15,204.17","18,626.12","21,570.39","23,424.16"
St. Kitts and Nevis,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
St. Kitts and Nevis,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.001,0.001,0.001,0.001,0.001,0.001
St. Kitts and Nevis,Implied PPP conversion rate,National currency per current international dollar,1.545,1.628,1.648,1.632,1.895,2.035
St. Kitts and Nevis,Total investment,Percent of GDP,,,,,,23.968
St. Kitts and Nevis,Gross national savings,Percent of GDP,,,,,,15.629
St. Kitts and Nevis,"Inflation, average consumer prices",Index,53.067,60.471,73.38,82.7,101.597,107.345
St. Kitts and Nevis,"Inflation, average consumer prices",Percent change,4.2,3,2.11,3.374,0.851,-2.302
St. Kitts and Nevis,"Inflation, end of period consumer prices",Index,54.009,60.389,73.671,85.422,106.54,106.71
St. Kitts and Nevis,"Inflation, end of period consumer prices",Percent change,3.696,2.569,3.118,6.041,4.291,-2.396
St. Kitts and Nevis,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
St. Kitts and Nevis,Volume of imports of goods and services,Percent change,,,,,,18.189
St. Kitts and Nevis,Volume of Imports of goods,Percent change,,,,,,21.23
St. Kitts and Nevis,Volume of exports of goods and services,Percent change,,,,,,-2.241
St. Kitts and Nevis,Volume of exports of goods,Percent change,,,,,,-36.827
St. Kitts and Nevis,Unemployment rate,Percent of total labor force,,,,,,
St. Kitts and Nevis,Employment,Persons,,,,,,
St. Kitts and Nevis,Population,Persons,0.041,0.043,0.045,0.049,0.051,0.054
St. Kitts and Nevis,General government revenue,National currency,0.109,0.194,0.243,0.46,0.568,0.913
St. Kitts and Nevis,General government revenue,Percent of GDP,19.929,24.589,21.348,31.139,27.033,35.268
St. Kitts and Nevis,General government total expenditure,National currency,0.106,0.187,0.394,0.512,0.702,0.758
St. Kitts and Nevis,General government total expenditure,Percent of GDP,19.309,23.69,34.682,34.666,33.389,29.281
St. Kitts and Nevis,General government net lending/borrowing,National currency,0.003,0.007,-0.152,-0.052,-0.134,0.155
St. Kitts and Nevis,General government net lending/borrowing,Percent of GDP,0.62,0.899,-13.334,-3.527,-6.356,5.986
St. Kitts and Nevis,General government structural balance,National currency,,,,,,
St. Kitts and Nevis,General government structural balance,Percent of potential GDP,,,,,,
St. Kitts and Nevis,General government primary net lending/borrowing,National currency,0.016,0.021,-0.109,0.041,-0.007,0.206
St. Kitts and Nevis,General government primary net lending/borrowing,Percent of GDP,2.92,2.684,-9.557,2.793,-0.35,7.961
St. Kitts and Nevis,General government net debt,National currency,,,,,,
St. Kitts and Nevis,General government net debt,Percent of GDP,,,,,,
St. Kitts and Nevis,General government gross debt,National currency,,,1.097,2.316,2.979,1.67
St. Kitts and Nevis,General government gross debt,Percent of GDP,,,96.477,156.78,141.664,64.543
St. Kitts and Nevis,"Gross domestic product corresponding to fiscal year, current prices",National currency,0.548,0.79,1.137,1.477,2.103,2.588
St. Kitts and Nevis,Current account balance,U.S. dollars,,,,,,-0.08
St. Kitts and Nevis,Current account balance,Percent of GDP,,,,,,-8.339
St. Lucia,"Gross domestic product, constant prices",National currency,3.21,3.616,4.035,4.36,4.885,5.044
St. Lucia,"Gross domestic product, constant prices",Percent change,9.89,1.749,0.049,-0.411,0.506,-0.207
St. Lucia,"Gross domestic product, current prices",National currency,1.565,2.06,2.518,3.066,4.014,4.887
St. Lucia,"Gross domestic product, current prices",U.S. dollars,0.58,0.763,0.933,1.136,1.487,1.81
St. Lucia,"Gross domestic product, current prices",Purchasing power parity; international dollars,0.946,1.203,1.458,1.767,2.176,2.43
St. Lucia,"Gross domestic product, deflator",Index,48.752,56.952,62.403,70.335,82.174,96.887
St. Lucia,"Gross domestic product per capita, constant prices",National currency,"23,932.57","24,992.84","25,868.09","26,529.15","29,466.46","28,945.61"
St. Lucia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"11,934.09","12,462.80","12,899.25","13,228.89","14,693.59","14,433.87"
St. Lucia,"Gross domestic product per capita, current prices",National currency,"11,667.54","14,233.96","16,142.50","18,659.20","24,213.80","28,044.40"
St. Lucia,"Gross domestic product per capita, current prices",U.S. dollars,"4,321.31","5,271.84","5,978.70","6,910.81","8,968.07","10,386.82"
St. Lucia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"7,053.31","8,314.08","9,348.36","10,752.00","13,124.60","13,944.98"
St. Lucia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
St. Lucia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.003,0.003,0.003,0.003,0.002,0.002
St. Lucia,Implied PPP conversion rate,National currency per current international dollar,1.654,1.712,1.727,1.735,1.845,2.011
St. Lucia,Total investment,Percent of GDP,,,,,,18.124
St. Lucia,Gross national savings,Percent of GDP,,,,,,18.136
St. Lucia,"Inflation, average consumer prices",Index,59.682,72.892,81.52,91.179,105.648,117.644
St. Lucia,"Inflation, average consumer prices",Percent change,4.331,5.863,4.848,3.911,3.25,-0.984
St. Lucia,"Inflation, end of period consumer prices",Index,61.014,74.659,84.003,94.006,105.56,116.41
St. Lucia,"Inflation, end of period consumer prices",Percent change,6.012,4.645,6.892,5.18,4.226,-2.602
St. Lucia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
St. Lucia,Volume of imports of goods and services,Percent change,,,,,,16.603
St. Lucia,Volume of Imports of goods,Percent change,,,,,,8.673
St. Lucia,Volume of exports of goods and services,Percent change,,,,,,9.619
St. Lucia,Volume of exports of goods,Percent change,,,,,,37.495
St. Lucia,Unemployment rate,Percent of total labor force,,,,,,
St. Lucia,Employment,Persons,,,,,,
St. Lucia,Population,Persons,0.134,0.145,0.156,0.164,0.166,0.174
